"Score","Text"
1,"First, I expected this to be like dry jerky.  This was wet and soggy with a spongy texture.  There is something so off putting about the flavor, it's like wet dog food.  The first bite seemed okay, but I could not finish it even though it was small.  Regretfully, I decided to buy this anyway based on the reviews... I read all the one star reviews and thought ""Heyyyy now, it can't be that bad! These people must be clueless. they must be expecting it to taste like real jerky, of course it's not!""  I was soooo wrong."
1,"To be honest, I did not get the Utz pretzels, Special Sourdough I ordered.  I got some type of pretzel that was totally not what I ordered.  I was really, really disappointed because I was going to have these pretzels at work.  I figured it was going to be too expensive to send them back so I kept them.  I am not going to order anything like this again in the future because I was so disppointed."
1,"the bag is made of plastic which is not compostable. I wanted to give this tea a higher grade especially after reading about Lipton's commitment to sustainable growing and certification by the RainForest Alliance, but then they blew it with a plastic bag. Since tea is the ultimate soil enhancer, I regularly discard my used tea leaves on house plants and then outdoor plants and pots (even in the dead of winter awaiting spring). I've cancelled my Subscribe & Save and will return to loose teas especially the Rishi and Octavia organic white flavored teas and Celestial Seasonings in a paper bag."
1,"Its been a while since I tried this but I decided to write up a review anyway.  My little one LOVES his pouches, but this is one he would not have.  After tasting it, I had to agree with him.  Maybe he does not like green peppers either.  If I recall correctly, the ingredients do not have yellow or red peppers as shown on the picture, but rather there are green peppers.  I was very disappointed as it looked good in the picture, it sounded nice & healthy, and my baby loves all their other products.  I'd suggest you try ONE pouch to see if you like it before you purchase several."
1,"i have already given my review ion this product,<br />the product was horrible quality, the cheri liquor filling was completely dry! I wonder how old it was.<br />I will never order again form this place, a store that sells fresh and good quality food would have never sent those boxes"
1,"I bought this because I would buy Kirkland (Costco's brand) instant mac 'n' cheese and almost always only use the cheese powder as a quick way to make mac n cheese with my favorite pasta. When it came in the mail (quick shipping), I noticed that it has no packaging date, sell by date, or expiration date. I found that a little odd and was iffy to use it but tried it out anyway. From reading other reviews that it tasted similar to them as using store brand powdered cheese, I made my recipe with the usual amount of pasta and put an equal amount of cheese powder as the box would have. It tasted bland to me and my boyfriend. We added more powder but still nothing much. Then some salt this time and it was a TAD bit better but not much. Given the vague packaging of this product and the bland taste of the powder, I'll stick with using individual boxes of mac n cheese powder."
1,"I was pretty excited when I bought the B70 for my wife, she likes coffee and I'm a hot chocolate drinker.  I ended up buying the Cafe Escapes, got it home, put it in the brewer and the last half second that comes out of it is clear water, thought right away uh-oh real bad sign.  I added some milk to the finished product, topped it with some whipped cream, took a nice sip and thought wow this cup of hot water tastes just like a cup of hot water with some chocolate in it.  The next step was to Escape (BAM!! RIM-SHOT!!) from this horrible cup of hot chocolate, walk over to the sink and poor it down the drain.  Don't waste your money.<br /><br />I guess I'll stick to boiling my milk on the stove for 10 minutes, pouring in 4 nice scoops of Nestle Quik and enjoying a real hot chocolate."
1,"all of my order came just as stated,but the chocolate was past the due date and some of it had white spots and tasted bad.thought i was getting quality for my money but got squat for my expense.will not buy any foodstuffs from amazon ever again.espeacialy not chocolate,no quality control just old stuff that was bought cheap and stockpiled.and foisted off on unsuspecting customers.good day."
1,"I cannot locate the expiration date on any bottles or did I miss it? Can this honey be last forever? It should have an expiration date. Every food items has it."
1,"This is good cocoa, but you'd almost have better luck just opening the K-cup and stirring it in. I have found that if I make it as per the box directions, I'll have about 1/4 of the cocoa still inside the cup.<br /><br />Also, you do not want to do this on the large cup size - it will be so diluted that will not want to drink it. I make it using the middle sized cup and use 2 k-cups.<br /><br />I got this on sale for $7, so it wasn't too bad of a price, but I think in the future I will just stick to buying a container of hot cocoa."
1,"I bought this white truffle oil and not sure if it's the batch or just the way it is; it's not that good at all!  To me it tasted more like oil with a very slight hint of truffles.  The after taste is difficult to describe; bottom line it's not that pleasant.  I emailed the seller regarding the quality of the product but no respond.  I do not see the UPC code label on the product or any date code.  Looks more homemade.  Just in case you're wondering, you get one small slice of truffle peel in the bottle."
1,"I like several of Dr. McDougall's items, but not this one. Don't waste your money. Try one of his other soups instead, like the split pea or minestrone."
1,"This coffee arrived fast but when I went to shake the cup it was a big hard ball... they were all like that, I guess they are old and almost expired...This item is non returnable so I am just out the money. Don't buy from this seller."
1,"I was in a hurry and did not read the reviews...I trusted amazon's description and it did NOT indicate it was flavored coffee and that it was NOT Jamaican...it is very lightly flavored with vanilla so it isnt too bad. I feel cheated."
1,"How could all the cans arrive with large dents.  I think they are getting rid of their dented cans this way:("
1,"These condiments are overpriced and terrible. The classic is disgustingly sweet. The spiced tastes like a bad spicy marinara sauce from a chain restaurant."
1,"It came And it was already open. It was spilled all over the package it was mailed. It was quite a mesa"
1,"after multiple tries its always the same, the popcorn pops about 50%. it is definitely bad popcorn because i succesfully used the oil pack with my own popcorn and achieved great results. i found it interesting that there is no date code on either the case or the packages. isn't there a law about that or something?"
1,"This product states on the label ""Fructose FRUIT Sugar,"" but the fructose in this product is in fact not made from fruit; it is made from corn.  Corn is not a fruit product.  I think it is deceptive of NOW to label their fructose sugar as ""Fructose Fruit Sugar"" when it's not."
1,"After reading about these noodles on Hungry Girl and following all the buzz, I had to try them for myself.  Afterall, I've discovered a lot of new reduced calorie options over the years that merit the trade-off.  Unfortunately, these noodles were just not worth it.  The texture alone kept me from wanting more than two bites.  Still hopeful, I mixed them together with spaghetti sauce and grated parmesean cheese and let them sit overnight in the frig (as sometimes the flavors can make it better the second day).  Again, no luck.  Just plain yucky.  Maybe putting in soup would help change the rubbery texture??? Not sure but I won't be trying again anytime soon."
1,"I've been something of a Red Bull addict for a decade now, drinking it not for its energy effects (as my body has built up quite a caffeine tolerance) as its interesting flavour, nice and quite different to any other beverage I've tried. Seeing this fairly new Red Bull Energy Shot product as an impulse buying item in my supermarket checkout, I thought I'd give it a try. It's awful.<br /><br />What you are getting here is not the same as Red Bull in an aluminium can, except with more caffeine per volume. Rather, it's uncarbonated and significantly thicker. The only comparison I could draw is cough syrup. And if you're much of an energy drink fan, you're probably too used to caffeine to get the rush of energy that the product promises.<br /><br />Consequently, even if you love Red Bull in the can, I'd really suggest trying a single one of these shots from the shop before ordering a bulk shipment here."
1,"I have tested 6 bottles of Essentia with Swanson pH test tape and 6.2 pH is the highest tested...not even close to 9.5 pH as advertised .  Very disappointing results so far."
1,"some company must have bought out the Clark name because i used to absolutely LOVE these candy bars and remember them very well.  i was so anxious to get them and when i did and bit into one, I could not believe it! they were absolutely horrible! i mean, even for a candy bar, they were bad!  i felt robbed. and could not return them to get my money back.  i felt cheated and, as i said, robbed. but even more than that, i really wanted those wonderful candy bars.  one star really doesn't say it, it really deserved NO stars!"
1,"Buyer beware of this product.  It coagulates and congeals to a thick white paste when chilled.  It takes on the appearance of solid animal fat.  I  called Sovena USA Inc for an answer.  The Sovena Inc. Customer Service Rep. took a week to get back to me and then explained that this is a ""blend"" and should not be chilled.  He could not tell me what is  in this blend and said that it will take time for him to research and get an answer for me.  I am still waiting for his response (almost 2 weeks later).  I subsequently purchased Botticelli Olive Oil to see if it reacted the same way when chilled and  thankfully it did not.  I made the exact same tomato salad using the 2 brands of oil and the Oliveri blend encased the tomatoes in a greasy thick disgusting mess.  The tomato salad made with the Botticelli Oil looked as appetizing when I took it out of the fridge as it did when I put it in.<br /><br />Tomato Salad Recipe:<br />2 ripe vine tomatoes - cut in large cubes<br />1/2 cup olive oil - (I recommend Botticelli Extra Virgin Olive Oil)<br />3 cloves crushed garlic<br />1 tsp. salt<br />1/2 tsp. oregano<br />Mix ingredients together, chill for at least 1 hour  and serve"
1,"Worst product ever from Amazon..and i buy a lot of things but this tastes like dead fish that died twice.Do not buy.<br />Buy the dead fish instead."
1,"If you want 100% olive oil in your mayonnaise, you'll have to make it yourself OR order it from Spain or Italy.  You can buy imported mayonnaise with 100% olive oil, but if you buy it from Kraft or obviously this brand, you are going to get the almighty SOYBEAN."
1,"I really feel it is not the flavor that is causing the problem; it tastes rotten so I'm wondering if the packager let some part of the juice sit out too long.  I haven't had a problem with VitaCoco products prior to this so I really think that is what happened.  I am also concerned because these comments have not been addressed by the company.  In my opinion, these should be recalled."
1,"I am a first time owner. I read that it is best to feed a puppy higher quality foods instead of the big commercial brands.  After reading a lot of positive reviews, I decided to try Wellness Super5 for Puppies. Worst mistake I ever made.  My little bully's stool was never firm.  It did however make his coat very shiny. But he developed a very bad case of diarrhea. He stopped eating and drinking for a day.  I was so worried about the lil guy. After an overnight stay (& a very expensive vet bill), my lil bully returned home full of energy.  The vet recommened that he would have to eat canned Purina EN for the rest of his life.  Realizing that they really just wanted my money, I decided to switch his food.  I decided to go with Canadae ALS. During the transition, BlackJack was still having a loose stool. After more research, I finally decided on Cal Natural Lamb & Rice. I started mixing this food and BJ developed a very bad bloody diarrhea case.  I started the ""at home remedy"" of pepto bismol and a bland diet.  The pet store clerk recommended some canned pumpkin as well.  BJ fasted for 24 hours.  After feeding him boiled chicken & rice for a few days, the blood gradually disappeared. I slowly started mixing the Cal Natural Lamb & Rice. All i can say is BJ is feeling 100% better and his stool is solid!!!  This was the result I wanted with Wellness, but I was very disappointed.<br /><br />IF YOU WANT A HEALTHY PET AND A FEW BUCKS SAVED FROM A VET VISIT, PLEASE STAY AWAY FROM THIS FOOD!"
1,"I wasn't expecting anything spectacular, but the positive reviews on this product made me hopeful. While mixing the ingredients, a foul smell filled the kitchen. When I poured the batter into the waffle iron, the smell improved slightly. Again... hopeful. Yet while the texture resembled a waffle, the taste was so bad I spit it out immediately. No syrup/whipped creme/fruit can cover up the taste. Skip the batter and try the Atkins Caramel Chocolate Nut Roll instead. Tastes just like a Baby Ruth :)"
1,"I love cheese-flavored snacks and I was highly disappointed by these. Their styrofoam texture was offset only by putrid tang of faux cheese powder. I'm pretty sure the only good Smart Fries flavor is salt and vinegar."
1,"I needed a very good product for my dogs in the Vetri-Science Glyco-Flex Stage II joint support.  This product came highly recommended from my Vet.  I reviewed the Amazon site for what I thought was a good price when the Ad showed 2 bottles of the product.  I thought I was getting two bottles for the price.  I only received One bottle.  I wrote the company customer Services who agreed that the two bottles was misleading and they would get back to me the next day after she talked to her supervisor.  That was on December 13 and today is December 23 and still no response, even after 3 other emails from me.  This company is very, very poor in customer service as well and misleading in their ads.  I believe that Amazon is partially at blame for this problem and that this company should no longer be able to sell their products from Amazon Market.  Avoid PetFoodDirect.com because you will get taken."
1,"It was worse than gas station cappuccino. It tasted like a powder that became more and more watered down the larger the cup you chose to make. Not worth it."
1,"This tastes pretty much like your plain old Liptons tea. I LOVE cassis (black currant) flavor and was so looking forward to the tea. I buy a blackcurrant tea in Europe that actually tastes like cassis, so I know it is possible.<br /><br />It is drinkable, but nothing special. Look elsewhere if you want blackcurrant flavor.<br /><br />Do a search on Ahmad Blackcurrant tea on Amazon for more reviews.  It is sold in other configurations (different amounts per box).  Most of the other teas are good, this one is not worth the extra price."
1,"After reading the reviews, I decided to give it a try, but was very disappointed. The reviews said it was sweet, or over sweet. yet mine was very tart. Don't know if they forget to put sugar in my cherries.  :("
1,"there is no way that there is a decent amount  of ghost pepper in this sauce.  i have habernero sauce that is way hotter than this.<br /><br />according to the scovile scale that should be impossible.  this was a waste of money"
1,"Bought 2 cases of this for my 20 yr old house cat better than 9 moonths ago. Still have an unopened case and 11 cans. The cat can't read any of the mumbo jumbo about ALL NATURAL and all the claims.  All the cat knows is if it's not Fancy Feast or Friskies she aint gonna eat it. I guese the cat can figure out what she prefers. Save your money."
1,"These cookies had a horrible taste, nothing like the sesame cookies we get in New Jersey. Too many flavors competing with the anise. Yuck."
1,"this smells so strong like cat urine i can't even bring myself to drink it . . . nobody else in my office can smell the urine smell but i sure can and i'm really grossed out."
1,"We are disappointed with the Great Northern popcorn for our new machine.<br />It seems stale.....and 'chewy'.<br />We have a popcorn machine up north and it pops beautifully and tastes like theater popcorn.<br />However, the popcorn we have just received seems old.  We're very disappointed....and wind up not making popcorn very often."
1,"i like real mexican food and i found the taste was suited more towards american taste, and it was not as thick as i want a cheese sauce to be, i bought this like a year ago. will not re-order"
1,"I had my hopes for this bar. The box reads ""Fruit & Nut - Almond, Raisin, Peanut, and Cranberry"", but after taking my first bite, I was surprised by the actual ingredients. The first two ingredients in the nutritional information are Oats and High Maltose Corn Syrup. This is not a fruit and nut bar. It is a grain bar with some fruit and nuts sprinkled in. There are far better products, including ones with almonds and fruits as the main ingredients, and with honey sticking the ingredients together instead of a boat load of corn syrup. I am completely dissatisfied and amazon doesn't offer returns on this product so save yourself some money and buy a better bar."
1,"There is something in the jelly which makes it harden to the point it can't be spread on toast, just won't come off the knife."
1,"They sent a Country Meal Variety pack and not a Gourmet Variety Pack.  My son has so far refused every one of these flavors.  I called and the CS rep refunded me my total as she couldn't guarantee that if she reordered, they'd send the right pack."
1,"DO NOT BUY!!!!! The k-cups came packaged in a stapled brown paper bag. There were only 23 K-cups in the bag, and i had a ""sampler"" of 3 different teas. This is not worth the money or aggravation."
1,"About 1 out of every 3 disks is bad & to my knowledge there is no reasonable recourse? Tassimo will not pay to have the product shipped back if the ""original"" post office package has been opened? How do you know a product is inferior if you don't open it? Tassimo refused to credit my credit card for unordered merchandise while their website was under revision, refused to pay for unordered return package because the outside envelope had been opened so I could see what was inside, etc. I'm stuck with the coffee maker until it no longer works. Their customer service was argumentative and their responses to my problems were not uniform resulting in serious delays & confusion."
1,"After waiting for a month, while I saw clothes moths fly out of my closet, this pathetic product never attracted even one moth.  I'm  disappointed and really upset I wasted my money and time."
1,"28.99 dollars for one pack? Are people stupid, you can buy these at the neares supermarket for less than 28.99, aybe 7 or 8 dollars, but not 28 for one pack..  I know is easy to buy online, but buying this, is just playing lazy!"
1,"I've heard people describe horrible food as tasting like cardboard before.  I never quite knew what they meant until now.  This really does taste like cardboard.  I don't think I could give these a way.  They are trash.  Don't waste your money. Here is a better low carb sweet snack <a href=""http://www.amazon.com/gp/product/B000ZT15EQ"">Blue Diamond Almonds Cinnamon Brown Sugar, 8-Ounce Jars (Pack of 6)</a>"
1,"Yuck. And to call them sea salt is a lie. They should call them no salt. They don't resemble a pretzel in taste in any way. All I could taste was a strong sesame seed taste. It's true what others say, there are some super hard seeds in there. Kept getting stuck in my teeth. I can't really think of anything good about them. They are healthy but so are many many things. Don't bother with these."
1,"I get a 64 oz. bottle of this in the store for $8.  If it was three 64-oz bottles it still wouldn't be worth it.  Wondered if they made a mistake in listing this."
1,"I would never purchase this product again. The only reason why it is purchased by many to begin with is because the nutrition facts are not posted online, and the product is ridiculously cheap. However, this product is loaded with trans fat: in all but a few, the total trans fat content in one pack is over the American Heart Association's recommended limit (2g daily). This product is also loaded with saturated fat (also bad)."
1,"I tried these for the first time and the cocolate taste is weak and the sweetness is very strong.  I almonst taste like flavored sugar water with a hint of cocoa."
1,"I was disappointed to receive Earth's Best Organic Snakin' Fruit Rings Banana because it hurt my child when she bit into the hard and stale treat."
1,"I bought this on my sisters recomendation. I did not like this flavor so ended up giving away the entire case."
1,"I bought a bunch of the Kitchens of India items during a promotional sale and the only one I'd recommend is the butter chicken sauce. If they were tasty I could overlook the salt content for the occasional enjoyment but I'm not loving the taste. This one's consistency is like baby food.  I ofter buy similar products, including a hearty Palak Paneer from Trader Joes and those, in my opinion, are much better in flavor and cost far less."
1,"After reading the good reviews, I decided to give this gelatin a try.  Unfortunately, I didn't read Amazon's return policy first.  I gagged trying to drink this in water, so I tried mixing it in yogurt.  Still couldn't stand the taste.  Then I felt terrible all day. After smelling it, I had concerns, but thought I might be able to mix it with something to overcome the odor.  It didn't work, and it definitely isn't worth feeling bad.  I can't imagine how so many people can tolerate this stuff."
1,"This waffle mix is so tasteless.  I'm shocked to hear this is the brand that is sold in some hotels. I would not recommend it to anybody."
1,"Buckwheat with milk is my favorite meal start from early childhood. I born in Ukraine and Buckwheat is very different over there - it's pretty brown seeds. Not light green like this one. Even without roasting it was delicious tasty and smells so fine. But, because I am now too far from the Ukraine and Russian stores too expensive for me I guess I have to add anything else to my Buckwheat kasha in order to have some taste in this meal...<br />By the way, any Buckwheat can become mushy if you don't know few simple secrets. I would love to share: First - water should always cover the seeds 2 fingers above (horizontal position =)<br />Second: add little of salt to Buckwheat in the water and bring the water to a boil FAST, then<br />reduce the heat to minimum and allow to simmer for not a few minutes but until ALL water will<br />be inside of the seeds.<br />If you put too little of water - you will eat dry, raw and possibly burned kasha.<br />If you put too much of water - you will eat wet and mushy kasha.<br />And , if you cook in the BOILED water you will get all combinations above.<br />Good luck and enjoy. It is food from the Heaven.<br />Victoria"
1,"This product did NOT reach anywhere close to my expectations.  The seller was promt and easy to deal with, but truthfully, the product itself was basically useless.  Just my opinion, but I wouldn't waste my time or money on this again."
1,"I got this gardenia bonsai in mid-February and it is not as I expected. Upon opening the package, the leaves are dull green, no buds, dried out and mostly dark brown. I followed the instruction and even did some research work through the internet. I even bought extra stuffs like plant food, cool mist humidifier just to revive the plant. Well now, after 3 weeks, 90% of the leaves are gone, branches bare, looks like those bare trees that you see during winter. I tried to contact the merchant and ask for advise, but I did not get any response. I have other bonsais and regular gardenias that are healthy and I really wanted this gardenia bonsai so bad."
1,"My dog does not touch this stuff. The paste is messy and not something you would let your puppy play with in the house. I did try freezing the Kong toy but as soon as the paste thaws it oozes out of the toy and creates a huge mess. He does like the Kong Toy without the paste."
1,"We were very excited to order the Blueberry Pancake mixes since we've loved many other Stonewall products. Unfortunately, we didn't like the pancake mix at all. We actually ended up throwing the pancakes away. The batter itself tasted terrible. It had this strong, almost sour taste and almost seemed carbonated/fizzy? We thought it would be better after we cooked it, but it wasn't. Also the blueberries were like hard little rocks.<br /><br />Too bad we bought the 3-pack, because now we have a lot of this product and won't be able to use it."
1,"We are involved with cat rescue, and prefer to give canned, no-grain food.  Between ours and the ones we're fostering until we find them homes, we have 43 cats.  MOST of the cats won't touch Wellness anymore.  They used to eat it and it was all they were given, so I can't imagine why, for the past several months, they are refusing it.  Today, we threw two more cans (Chx & Beef and Chx flavors) down the disposal.  We can't afford to throw the stuff away, so we're now looking for other no-grain canned food they'll eat.  It's ridiculous.  It's almost as if the recipe changed, and it's across the board, with all flavors - we also give them the poultry and salmon (purple can) and the turkey (green can) formulas, in addition to the two I already mentioned.  Same thing.  We wonder what's in there they no longer will eat."
1,"I am sure it would work well if we used peanut butter that it would fit on. I didn't see different sizes offered on the Amazon web site and just ordered...my mistake. I have no idea if it is a good product or not. Susie"
1,"My husband just read on the box that Raisin Bran is now made in Mexico. I was shocked.  I don't feel confident that the quality is the same as if it was made in the USA.  We cancelled our subscription."
1,"I purchased my 1st order of Miracle Noodle directly from: &lt;...>. I got them for my Mother because she needs to switch to a diet of less carbs and far less calories overall. I purchased the 10 pack of 7oz ""Angel hair"" noodles for $21.99 w/10.89 for shipping for a total of $32.76. A few days later I received the package. I was VERY surprised to find out that each 7oz package of Miracle Noodles ACTUALLY contained OVER 6 3/4 ounces of WATER and LESS THAN 1/4 oz of Noodles!!! While their marketing material does BARELY mention Water content, they are neither CLEAR nor particularly forthcoming about this fact nor the fact that it accounts for OVER 85% of the purchase product and considering the fact that they instruct you to IMMEDIATELY RINSE the Noodles before use, it's not as if your supposed to prepare the noodle using this WATER! - Well for a couple of reasons (including but not limited to the WATER volume) I decided to return them without opening even 1 package so they were COMPLETELY UNUSED). I was instructed (during a PHONE CALL to their main office) to MAIL THEM BACK  (AT MY EXPENSE) and WAS TOLD THAT I WOULD RECEIVE A FULL REFUND. Well it cost me approx another $10 to ship them back (due to the WATER WEIGHT)and a few days later I received a refund of $21.99. I PAID SHIPPING BOTH WAYS!!! So BASICALLY I PAID $20 in shipping to get a $22 so called REFUND - I PAID $42.00 and GOT BACK ONLY $21.99 !!! This may be legal but it is UNETHICAL and WRONG and when I spoke to the rep on the phone this was never mentioned! Especially for a company that claims to STAND BEHIND IT's PRODUCT 100%!!! When I contacted them by email they informed me that ""THIS IS OUR POLICY"" and cited the requisite schpeal on their website. I was NOT informed of this ON THE PHONE CALL at all! This so-called POLICY should be CHANGED! It may be legal but it's hardly ETHICAL or RIGHT! When is OK to get back ONLY HALF of what you spend when you return a product? IT'S NOT!! Not to MENTION THE FACT that YOU're getting LESS THAN 1/4 oz of Noodle in a 7 OZ ""Package!!! RIDICULOUS!! Oh and to make matters worse: When I COMMENTED on their Shipping Policy and Water Weight on their FACEBOOK Fan page; instead of addressing the issues OPENLY, HONESTLY and DIRECTLY they IMMEDIATELY and REPEATEDLY DELETED my COMMENTS and then BLOCKED ME from making comments at all! What's that tell you???"
1,"I didnt buy on amazon but thought of giving a review so that someone can be saved from wasting money. DON'T buy this product, it just s***s. There is not other work I can find. Please don't buy and waste money and it's not even water it's soda and taste's like crap."
1,"We've bought Jennies macaroons for years now, so when we saw they had almond flavored macaroons, we didn't bat an eye. Bought 'em right away. When my daughter and I tasted them, we had to spit it all out. Maybe they were expired? There was no way to tell, but they were sickening. Due to them not being returnable, we had to throw out all 6 cans. The whole experience was hard to swallow."
1,"After eating TANG's chocolate and double-chocolate cookies, all other cookies will taste like expired, tepid dogfood to you. Her cookies will enhance your life in ways you never dreamed possible. Tim Horton's, Timothy's, Second Cup, Starbucks, Treats and those horrid packaged cookies at Zupas are just pathetic imitators to the grandeur that is a TANG cookie. HER COOKIES ARE DA BOMB!!! A+++++++ Hawt damn!"
1,"I've tried C2O, Vitacoco, and Naked coconut water. All of them contain one ingredient:100% natural coconut water. However, ZICO is the ONLY coconut water that is 1) Made from concentrate and 2) contains added ""Natural ingredients"". At trader joes, Zico costs about 2 bucks, which is the same price for C20 coconut water and Vitacoco which both do NOT have ""natural flavors"" added to it and are NOT from concentrate. The packaging advertises ""30 percent less sugar""...well that's because they took out 30% of the coconut water and replaced it with water. It was so nasty that they had to add ""natural flavors"". Do not buy this brand. When I was a little kid I used to suck on my water squirt guns and the taste of this coconut water resembles that-like plastic/water with a small hint of coconut water. The other brands are so much better and are actually natural. For the same price, go get a coconut water that is not from concentrate. My favorite is C20."
1,"Poor value for the price.  $27.99 for six ounces?  That makes it almost $75 a pound for an ordinary and unexceptional product.  I've learned my lesson, never again!"
1,"I tried these squares this morning, but even with the addition of more brown sugar than what was in the product, they were tasteless!  I agree that they are crunchy, but I expected much more from the product, more on the order of Kellogg's Little Bites which even kids seem to eat with relish.  I don't know what I'm going to do with the remainder of the box as I can't recommend this product, but I hate to throw food away, even when I don't like it."
1,"I ordered these thinking for the price, they must be outta this world good! Wrong!<br />They didn't even have a cherry in them!  Frankly, the cheap sugar free cordials from Whitman are way, way better. Sorry I wasted my money."
1,"I bought some of their cupcakes, and the same thing happened. I didn't even swallow the bite I took. It tasted dry and salty. I couldn't believe how completely awful they were. I bought a box of devil dogs the next day for $2.39, and they were ok. They weren't as moist as I remembered them to be, but they were nice with my coffee. I'm afraid to try any of the other brands. Little Debbie is one. I can't remember the names. But the prices are so OUTRAGEOUS here. Who in their right mind is going to pay $2.00 for one Devil Dog. I Ain't that desperate."
1,"We love fruit leather, but this is almost impossible to eat it is so tough.  My kids can't even eat it.  I will not buy this brand again."
1,"They are tasteless, but I could not stand the FEEL.  I threw them all away.  I would not even give them away.  This falls under.....""If it sounds too good to be true..it probably is""."
1,"The box of teas itself was opened and put back together.... not something you want to see when opening a christmas present. I would NOT recommend buying from this buyer."
1,"These gummies are something that we do not want the radical islam terroist to get there hands on. From what I know now, there are no secrets that would be worth keeping, if they threatned to make me eat the gummies. First my head was on fire and my ears were pulsating. I looked down to see if someone by accident had stuck a brading iron through my stomach. It took so much energy away from me that I crawled to the toilet. This kind of diarrhea made me think of a new invention.... seat belts for the toilet. I had such diarrhea that I was producing thrust. Just as I was about to pass out, the noise from my ringing ears distracted me enough to not pass out and realize that ther was more thrust coming. Just as I thought this was over the finally came with dead lips. Yep my lips went numb like I had a shot of novacane. This was the conclusion and after my wife said she could now see my pupils again and my eyes came back down in alignment. At this point we told the 911 operator that we were going to hold off on the ambulance.<br /><br />T. Williams, an ex gummie bear purchaser."
1,"I was really disappointed to find out that LIDS of Earth's Best foods contain BPA. I tried to contact company and ask them why they use BPA, by the way BPA is not used in Canada and Europe for baby food, but they did not contact me. BPA has estrogenic effect, what can be the cause of obesity, there is evidence that BPA has effects on fetal and infant brain development and behavior.<br />Food itself is OK, but I can not understand how they can risk ours baby life and health by using BPA!??<br />Definitely, we should do something with that."
1,"I agree with several of the reviews I read.  I have been using my Babycook for only 2 months and was really enjoying making my son's baby food, until I noticed that the water coming from the reservoir was discolored.  I looked inside the reservoir and noticed the black film that several other reviews mention.  Now I am very concerned about the food safety and will not be steaming my son's food with this machine.  I have even been diligent about cleaning it with white vinegar as mentioned in the instruction manual, which obviously did not prevent this probleme.  It also produces a small amount of food, so I am constantly having to make food for my son.  I have not tried to contact the company yet, but will be doing so this week.  I do not recommend this product."
1,"This product is old. The experation date is early 2012.  When you open it, it's the color of beef<br />boullion.<br /><br />Will not desolve in hot water.<br /><br />Returned to shpr"
1,"So, my ""Cat Grass Plus Catnip Seeds"" arrived today, looks exactly like the one pictured.<br /><br />Here's my problem:<br />Seller- ""Product contains Aged Pine Bark Peat Moss Perlite Vermiculite Hardwood Charcoal Plantagel and Nepeta Cataria (Catnip Seeds).""<br />Package- ""Ingredients: Wheat or oat seed, vermiculite and Plantagel (potassium propenoate and propenamide copolymers). Plantagel is a non-toxic water absorption agent.""<br /><br />Seems like I'm missing something here...<br /><br />Well, I'm going to keep it because my cats have had this kind of thing from the pet store before but, I really wanted catnip."
1,"<span class=""tiny""> Length:: 0:33 Mins<br /><br /></span>I ordered two cases of this.  The one I got in a gift<br />basket, was just great.  It was cream style corn, nice and creamy.<br /><br />But, the ones I ordered directly from Glory, turned out to be just plain old whole corn!!  I would bother ordering this.  Watch the video, you be the judge.<br /><br />I sent them an email, wait to see what happens?"
1,"I am used to the old fashioned kinds with just peanuts and salt as ingredients. I thought I would try Skippy Natural Creamy peanut butter spread simply because a recipe called for it. I tried some before using it and this stuff tastes like oil and wax. If you like fake flavors than you might like this. Otherwise, stick with the real stuff that you have to stir, it's so worth it!"
1,"Please do your research on pet foods and what is actually good for your dogs.  Hills science diet is a horrible food filled with horrible ingredients.  They charge an outrageous price because it's the #1 vet recommended food.  This is a joke and the only reason why it's rated #1 buy vets is because Hills gives money to soon to be vets to help them go through school.  Then they sell the dog food to them cheap so they can jack up the price and make a nice profit off of your marketing foolishness.  Read the back of the labels of Hills brand and you will see that most of the top ingredients are grains or cheap meat by products which are the feathers, bones, unwanted organs from animals, basically all of the stuff we wouldn't eat.  i would recommend going to [...] and compare brands and see what is right for you budget wise. try something like orijen or evo."
1,"Very surprised.  Expected it to be thicker.  My 8 month olds are not pickey eaters but they refused to close thier mouths while this food was is there.  I would try it from babies r us before buying in bulk here."
1,"A giant bottle of murky liquid that tastes (kinda) like vanilla and lemon and possibly other unspecified flavors. What could possibly go wrong? You may want to consider using vanilla and lemons instead."
1,"I have purchased Grove Square coffee before and was very happy with it so.... I figured the caramel apple cider would also tingle my taste buds.  Wrong!  The smell is even a bit funky.  Not that it's totally undrinkable but I'd prefer to drink dirty dish water."
1,"I love most Bob's Red Mill products, but not this one.  The pie crust tasted like beans.... yuck!  I would search rice flour with potato starch & tapioca starch as a better alternative."
1,"I bought 2 packs - 4 traps. In two weeks - they caught a grand total of 2 moths. I probably caught 4 times more than that, and I wasn't even trying. Useless."
1,"You should monitor your dog very carefully if you give him/her these chews. One of our dogs died as a result of eating these chews, and the other three were very ill for two days. This product is very difficult for dogs to digest and can result in blocked intestines and infection. Since the package does not contain any warnings, we thought they were harmless. Be very careful if you buy these for your dog."
1,"This smells delicious when you brew it, but it is HORRIBLY sweet - like, WAY too much sweetener.  It leaves that nasty artificial sweetener taste in your mouth, too.  I'll stick with the Green Mountain Apple Cider K Cups (they are sweetened with sugar and stevia and they are delicious)."
